institution,accessionNumber,title,rawMedium
Centre national des arts plastiques,FNAC 10123,Paysage de l'Allier,Gravure
Centre national des arts plastiques,FNAC 10957,Tigre couché,
Centre national des arts plastiques,FNAC 10124,Cheval à l'écurie,Gravure
Centre national des arts plastiques,FNAC 10974,Les Oliviers,
Centre national des arts plastiques,FNAC 10826,Chantier maritime,Gravure
Centre national des arts plastiques,FNAC 10871,Ex Libris,
Centre national des arts plastiques,FNAC 10953,"Etampes, les lavoirs",Gravure
Centre national des arts plastiques,FNAC 10341,Le pont de Gien,
Centre national des arts plastiques,FNAC 10158,L'Adoration des bergers,Xylogravure
Centre national des arts plastiques,FNAC 10884,Figure,Pointe seche
Centre national des arts plastiques,FNAC 10155,Vaucondry,Gravure
Centre national des arts plastiques,FNAC 10121,Place du Bariou à Najac,Gravure
Centre national des arts plastiques,FNAC 10803,Les Oliviers de Tivoli,Gravure originale sans cadre
Centre national des arts plastiques,FNAC 10836,Les vieux châtaigniers,
Centre national des arts plastiques,FNAC 10923,Tête de cheval pur-sang,
Centre national des arts plastiques,FNAC 10348,"Bellinzona, le château d'Uri",Gravure sous verre
Centre national des arts plastiques,FNAC 10758,La Cité,
Centre national des arts plastiques,FNAC PFH-1302,Les Sonneurs,
Centre national des arts plastiques,FNAC PFH-8233 (1),L'Etude,
Centre national des arts plastiques,FNAC 15964,Paysage d'hiver à Mégève,
Centre national des arts plastiques,FNAC 15621,Village morbihannais,
Centre national des arts plastiques,FNAC 15639,Vallon de Plumelec,Gravure
Centre national des arts plastiques,FNAC 15636,Arbres au bord du Rhône,
Centre national des arts plastiques,FNAC 15926,Contre-jour en Seine-et-Marne,Gravure
Centre national des arts plastiques,FNAC 15627,Barrage à Saint-Mamers,
Centre national des arts plastiques,FNAC 15635,La Vague,
Centre national des arts plastiques,FNAC 15617,Oiseau en cage,
Centre national des arts plastiques,FNAC 15877,A kingdom by the sea,
Centre national des arts plastiques,FNAC 15605,"Saint-Mandrier, les pêcheurs du dimanche",Eau- forte
Centre national des arts plastiques,FNAC 15966,Léopards en chasse,Gravure
Centre national des arts plastiques,FNAC 15959,La Naissance de Vénus,Gravure
Centre national des arts plastiques,FNAC 15638,Douarnenez,Gravure
Centre national des arts plastiques,FNAC 15641,"L'Etang, l'hiver",
Centre national des arts plastiques,FNAC 15864,Les trois puits,Gravure
Centre national des arts plastiques,"FNAC 15871, INV 10317",Ours polaire,Gravure
Centre national des arts plastiques,FNAC 15616,Fleurs,
Centre national des arts plastiques,FNAC 15969,Boulevard de la Madeleine le 19 juillet 1938,
Centre national des arts plastiques,FNAC 15640,L'Ile aux trésors,
Centre national des arts plastiques,FNAC 15699,Hiver en Dordogne,Plaque gravée
Centre national des arts plastiques,FNAC 15890,Plan des enceintes de Paris,Gravure
Centre national des arts plastiques,FNAC 15560,Les Nymphes,
Centre national des arts plastiques,FNAC 15637,La Fée,Gravure
Centre national des arts plastiques,FNAC 15958,La place Vendôme,Gravure
Centre national des arts plastiques,FNAC 15585,Le port de la Meule,
Centre national des arts plastiques,FNAC 15968,Contre-jour,
Centre national des arts plastiques,FNAC 15539,Pont de Sospel,
Centre national des arts plastiques,FNAC 15631,Paysage de Beauce,Gravure
Centre national des arts plastiques,FNAC 15967,Moisson,
Centre national des arts plastiques,FNAC 24184,Pichet au citron,Gravure
Centre national des arts plastiques,FNAC 24599,Le marché aux fleurs et aux animaux,Plaque gravée
Centre national des arts plastiques,FNAC 23809,La virtuose,Gravure en couleur
Centre national des arts plastiques,FNAC 24706,Sainte Marguerite des Herbes,Plaque gravée
Centre national des arts plastiques,FNAC 23813,L'Homme de guerre,Gravure sur papier
Centre national des arts plastiques,FNAC 23711,Villon,
Centre national des arts plastiques,FNAC 23952,L'Impasse sous la neige,
Centre national des arts plastiques,FNAC 24633,Paysage,Gravure
Centre national des arts plastiques,FNAC 24388,Piéta,
Centre national des arts plastiques,FNAC 24708,San Pietro di Castello,"Plaque gravée, cuivre"
Centre national des arts plastiques,FNAC 24684,Poissons et fruits,
Centre national des arts plastiques,FNAC 24069,(Sans titre),
Centre national des arts plastiques,FNAC 24065,Nu,
Centre national des arts plastiques,FNAC 24728,N.24,Gravure
Centre national des arts plastiques,FNAC 24387,Fête votive à Ferrières-sur-Lot,Plaque gravée
Centre national des arts plastiques,FNAC 23790,Rue Jeanne d'Arc,Plaque gravée
Centre national des arts plastiques,FNAC 24278,Le Balcon,
Centre national des arts plastiques,FNAC 23864,Printemps,Plaque gravée
Centre national des arts plastiques,FNAC 23819,L'Annonciation,
Centre national des arts plastiques,FNAC 23811,Animaux (Les chats),Gravure
Centre national des arts plastiques,FNAC 23812,Deux femmes,
Centre national des arts plastiques,FNAC 24576,Hameau,Gravure
Centre national des arts plastiques,FNAC 24632,Les chasseurs,Gravure
Centre national des arts plastiques,FNAC 24450,Le Port de Belle-Ile,Gravure
Centre national des arts plastiques,FNAC 23818,Le jardin,
Centre national des arts plastiques,FNAC 23814,La Dame de qualité,
Centre national des arts plastiques,FNAC 24705,Le Maraudeur,Plaque gravée
Centre national des arts plastiques,FNAC 23850,La rivière,Gravure
Centre national des arts plastiques,FNAC 24185,Le Déjeuner au bord de la mer,
Centre national des arts plastiques,FNAC 24379,Le quai Malaquais,
Centre national des arts plastiques,FNAC 24707,Trois personnages fantastisques,Plaque gravée
Centre national des arts plastiques,FNAC 23865,Eglise de campagne,
Centre national des arts plastiques,FNAC 23775,Le cheval,
Centre national des arts plastiques,FNAC 24658,La charrette,
Centre national des arts plastiques,FNAC 24600,La civette,Plaque gravée
Centre national des arts plastiques,FNAC 24709,Le ciel de lunes,Gravure
Centre national des arts plastiques,FNAC 24577,Le vieux saule,
Centre national des arts plastiques,FNAC 23862,Portrait,
Centre national des arts plastiques,FNAC 24378,Le pont Royal,
Centre national des arts plastiques,FNAC 24064,Thoniers à Audierne,
Centre national des arts plastiques,FNAC 23939,La musique et la danse,
Centre national des arts plastiques,FNAC 24120,(Sans titre),
Centre national des arts plastiques,FNAC 23791,Femmes au soleil,Plaque gravée
Centre national des arts plastiques,FNAC 23847,Arbres devant la colline,
Centre national des arts plastiques,FNAC 24024,Sans titre,Gravure
Centre national des arts plastiques,FNAC 24066,Saint-Georges de Villaines,
Centre national des arts plastiques,FNAC 24240,Châtaignes en Lozère,
Centre national des arts plastiques,FNAC 24023,(Sans titre),
Centre national des arts plastiques,FNAC 23815,Pen-Moor,
Centre national des arts plastiques,FNAC 24025,(Sans titre),
Centre national des arts plastiques,FNAC 24575,La Basilique de Saint-Denis,
Centre national des arts plastiques,FNAC 24121,(Sans titre),
Centre national des arts plastiques,FNAC 24574,Paysage,
Centre national des arts plastiques,FNAC 23789,Taureau,Plaque gravée
Centre national des arts plastiques,FNAC 16431,L'académie,
Centre national des arts plastiques,FNAC 16436,Evocation,
Centre national des arts plastiques,FNAC 16369,La Rentrée d'une vedette,Plaque gravée
Centre national des arts plastiques,FNAC 3560 (4),Le Calvaire,
Centre national des arts plastiques,FNAC 3560 (3),Le Calvaire,
Centre national des arts plastiques,FNAC 3560 (2),Le Calvaire,
Centre national des arts plastiques,FNAC 15993,La Milidja et le Bou-Zegza,
Centre national des arts plastiques,FNAC 16079,Fin de journée,
Centre national des arts plastiques,FNAC 15981,A Douëlan,
Centre national des arts plastiques,FNAC 15985,Les Deux femmes au bain,
Centre national des arts plastiques,FNAC 15990,"Vers Gâvres, Morbihan",
Centre national des arts plastiques,FNAC 16071,Chapelle dans les buissons,
Centre national des arts plastiques,FNAC 16230,Vomécourt,Gravure
Centre national des arts plastiques,FNAC 15972,Paysage de Beauce,
Centre national des arts plastiques,FNAC 15992,Les Derniers bains (Larmoor),
Centre national des arts plastiques,FNAC 15979,Sur la Laïta,
Centre national des arts plastiques,FNAC 15970,Plage de Poissy,
Centre national des arts plastiques,FNAC 16069,Chopin,
Centre national des arts plastiques,FNAC 15991,Le Conteur et les enfants (Alger),
Centre national des arts plastiques,FNAC 15988,Près de La Trinité (Morbihan),
Centre national des arts plastiques,FNAC 15971,Paysage de Beauce,
Centre national des arts plastiques,FNAC 16072,Chasse au marais,
Centre national des arts plastiques,FNAC 15984,Keramperchec (Finistère),
Centre national des arts plastiques,FNAC 15987,La Ferme avec la charette (Finistère),
Centre national des arts plastiques,FNAC 16084,Mare aux canards,
Centre national des arts plastiques,FNAC 16059,Le Gros arbre,
Centre national des arts plastiques,FNAC 15980,La Loge Telgrue,
Centre national des arts plastiques,FNAC 16088,Berger et son chien,
Centre national des arts plastiques,FNAC 16083,La Grenouillère,
Centre national des arts plastiques,FNAC 16089,Village breton,
Centre national des arts plastiques,FNAC 16085,Saint Joachim,
Centre national des arts plastiques,FNAC 15982,Le Mendiant aux longs cheveux,
Centre national des arts plastiques,FNAC 15983,Le Vieux moulin (Belgique),
Centre national des arts plastiques,FNAC 15986,Danseuse aux Ouled-Djellal,
Centre national des arts plastiques,FNAC 15989,Nature morte,
Centre national des arts plastiques,FNAC 10564,Vieilles maisons bretonnes,Gravure encadrée
Centre national des arts plastiques,FNAC 10037,Le pont royal,
Centre national des arts plastiques,FNAC 10951,Combat de taureau,Estampe decorative
Centre national des arts plastiques,FNAC 19637 (20),(Sans titre),Gravure sur papier
Centre national des arts plastiques,FNAC 19637 (4),(Sans titre),Gravure sur papier
Centre national des arts plastiques,FNAC 19637 (18),(Sans titre),Gravure sur papier
Centre national des arts plastiques,FNAC 19637 (2),La Tour de Babel,Gravure sur papier
Centre national des arts plastiques,FNAC 19637 (5),(Sans titre),Gravure
Centre national des arts plastiques,FNAC 19637 (3),(Sans titre),Gravure sur papier
Centre national des arts plastiques,FNAC 4440,Bucoliques,Gravure en sanguine
Centre national des arts plastiques,FNAC 4652,L'Opéra,
Centre national des arts plastiques,FNAC 4375,Portrait de Madame J.N.,
Centre national des arts plastiques,FNAC 3973,Vierge aux pigeons,Gravure en couleurs
Centre national des arts plastiques,FNAC 4273,Vieil intérieur normand à Saint-Senier-sous-Avranches,Gravure
Centre national des arts plastiques,FNAC 4243,"Notre-Dame, vue de Saint-Séverin",Gravure
Centre national des arts plastiques,FNAC 4818,Les Faneuses,Gravure en noir
Centre national des arts plastiques,FNAC 3977,Portrait de Melle Y.B.,Gravure
Centre national des arts plastiques,FNAC 4411,Vieilles maisons,
Centre national des arts plastiques,FNAC 4281,Premières communiantes,Gravure
Centre national des arts plastiques,FNAC 3965,La rue de la boucherie à Caudebec-en-Caux,Gravure
Centre national des arts plastiques,FNAC 4003,Masque de Pascal,Gravure
Centre national des arts plastiques,FNAC 4649,Jean Jacques à Lausanne,Gravure
Centre national des arts plastiques,FNAC 4004,Il pleut sur la ville,Gravure
Centre national des arts plastiques,FNAC 4246,Une rue du vieux Triel,
Centre national des arts plastiques,FNAC 4654,Le château de la Reine Blanche,Gravure originale
Centre national des arts plastiques,"FNAC 2620, FNAC 4470",Le Chemin de halage,Gravure originale en couleurs
Centre national des arts plastiques,FNAC 4051,Le squero,Gravure
Centre national des arts plastiques,FNAC 3996,Mme et Melle A.L.R.,Gravure
Centre national des arts plastiques,FNAC 3990,La Place Maubert,Gravure en couleurs
Centre national des arts plastiques,FNAC 4267,Fin de journée,Gravure
Centre national des arts plastiques,"FNAC 2791, FNAC 4461",Vincent et Philomène Deffaud,Gravure
Centre national des arts plastiques,FNAC 4653,Berger provençal,Gravure
Centre national des arts plastiques,FNAC 3974,Femme coiffée d'une marmotte,
Centre national des arts plastiques,FNAC 4207,Portrait de Madame de Montespan,
Centre national des arts plastiques,"FNAC 4447, FNAC 2623",Les trois petites Bigoudines,Gravure en couleurs
Centre national des arts plastiques,FNAC 4815,Rouen,Gravure en noir
Centre national des arts plastiques,FNAC 4266,Ma Grand-mère Ardail,Gravure
Centre national des arts plastiques,FNAC 4002,Le dauphin,
Centre national des arts plastiques,FNAC 3961,Cour de ferme normande,
Centre national des arts plastiques,FNAC 4324,L'Etang,Gravure en couleurs
Centre national des arts plastiques,FNAC 4804,Type algérien,
Centre national des arts plastiques,FNAC 4329,Dancing girl,Gravure sous cadre
Centre national des arts plastiques,FNAC 4377,Les Deux saules,Gravure
Centre national des arts plastiques,FNAC 4441,Le Châtaignier,
Centre national des arts plastiques,FNAC 4813,L'Habillage,Gravure en noir
Centre national des arts plastiques,FNAC 4811,Démolition rue Chanoinesse,Gravure en noir
Centre national des arts plastiques,FNAC 4034,Baigneuse,
Centre national des arts plastiques,FNAC 4055,Chaumière dans le Morbihan,Gravure
Centre national des arts plastiques,FNAC 4634,"Bretagne, étude",Gravure en noir
Centre national des arts plastiques,FNAC 4666,"Village de Hamma, près d'Alger",
Centre national des arts plastiques,FNAC 4000,Vieux moulin à Haarlem,Gravure
Centre national des arts plastiques,FNAC 4035,Porte Saint-Denis,Gravure
Centre national des arts plastiques,FNAC 4251,Vieille cour à Caudebec-en-Caux,Gravure
Centre national des arts plastiques,FNAC 4370,La Bourse de Paris,
Centre national des arts plastiques,FNAC 4645,A l'île Tudy,
Centre national des arts plastiques,FNAC 4812,Vue de Prague,
Centre national des arts plastiques,FNAC 4254,Ancienne chaumière bretonne (1580) près Longuivy,
Centre national des arts plastiques,FNAC 4280,Lausanne de jadis ; nuit de carnaval XVIIIe siècle,Gravure
Centre national des arts plastiques,FNAC 3997,Le Fumeur,Xylogravure
Centre national des arts plastiques,FNAC 4418,Paysage d'hiver (Morbihan),Gravure en noir
Centre national des arts plastiques,FNAC 4385,La Prairie des eaux douces,Gravure
Centre national des arts plastiques,FNAC 3969,"Vu de Paris, quai Bourbon",Gravure
Centre national des arts plastiques,FNAC 4240,Une partie de cartes,Gravure sans cadre
Centre national des arts plastiques,FNAC 4635,Faust,Gravure
